SID,DID,TID,VILL_CODE,C_CODE01,NAME,UID,CENSUS_COD,STATE,DISTRICT,SUB_DIST,TOWN_VILL,WARD,EB,LEVEL,NAME_1,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,ST_CODE,DIST_CODE,THSIL_CODE,BLOCK_CODE,V_CT_CODE,VILL_NAME,AREA,T_HH,T_P,T_M,T_F,SC_P,SC_M,SC_F,ST_P,ST_M,ST_F,EDU_FAC,P_SCH,RANG_P_SCH,M_SCH,RANG_M_SCH,S_SCH,S_S_SCH,COLLEGE,RANG_COLL,IND_SCH,TR_SCH,ADLT_LT_CT,OTH_SCH,MEDI_FAC,ALL_HOSP,RANG_ALL,AYU_HOSP,UN_HOSP,HOM_HOSP,ALL_DISP,AYU_DISP,UN_DISP,HOM_DISP,MCW_CNTR,RANG_MCW,M_HOME,CWC,H_CNTR,PH_CNTR,RANG_PHC,PHS_CNT,FWC_CNTR,TB_CLN,N_HOME,RMP,SMP,CHW,OTH_CNTR,DRNK_WAT_F,RANG_WAT_F,TAP,WELL,TANK,TUBEWELL,HANDPUMP,RIVER,CANAL,LAKE,SPRING,OTHER,SOU_SUMM,RANG_SS,SS_CODE,P_T_FAC,POST_OFF,RANG_PO,TELE_OFF,POST_TELE,PHONE,RANG_PHONE,COMM_FAC,BS_FAC,RANG_BS,RS_FAC,RANG_RS,NW_FAC,RANG_NW,BANK_FAC,COMM_BANK,RANG_COMM,COOP_BANK,RANG_COOP,CRSOC_FAC,AC_SOC,RANG_ACS,NAC_SOC,RANG_NAC,OTHER_SOC,RANG_OTH,RC_FAC,C_V_HALL,RANG_CV,SP_CL_FAC,RANG_SPCL,ST_AU_FAC,RANG_STAU,APP_PR,APP_MR,APP_FP,APP_NAVRIV,APP_NAVCAN,APP_NW,NEAR_TOWN,DIST_TOWN,POWER_SUPL,POWER_DOM,POWER_AGR,POWER_OTH,POWER_ALL,PAP_MAG,NEWS_PAP,MAGAZINE,A_INCEXP,TOT_INC,TOT_EXP,MAN_COMM1,MAN_COMM2,MAN_COMM3,LAND_FORES,CANAL_GOVT,CANAL_PVT,WELL_WO_EL,WELL_W_EL,TW_WO_EL,TW_W_EL,TANK_IRR,RIVER_IRR,LAKE_IRR,W_FALL,OTH_IRR,TOT_IRR,UN_IRR,CULT_WASTE,AREA_NA_CU
"28","18","0011","02170500","2818001102170500",Enamadala,"570516",2.82e+15,"28","18","11","2170500","0","0",VILLAGE,Enamadala,Rural,"1134","4268","2098","2170","473","244","229","1576","800","776","117","56","61","2079","1237","842","2189","861","1328","2520","1356","1164","1978","1135","843","645","414","231","1031","472","559","18","5","13","284","244","40","542","221","321","11","6","5","507","196","311","3","2","1","21","17","4","1748","742","1006","28","18","11","11","2170500",ENAMADALA,"1400","1134","4268","2098","2170","1576","800","776","117","56","61","1","5","0","0","3","0","0","0","3","0","0","34","0","1","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","1","1","0","0","0","2","0","0","0","1","0","2","1","1","2","1","2","2","2","2","2",,"0",,"1","1","0","0","0","0","3","1","1","0","2","3","2","3","2","0","1","0","1","2","0","3","0","3","0","3","2","0","3","0","3","0","3","1","2","2","2","2","2",CHILAKALURIPET,"12","1","0","0","0","1","1",N,,"1","388193","261555",,,,0,0,"0",0,0,"0",0,0,0,"0","0","0",0,1281.86,10.42,107.71
"28","18","0010","02169200","2818001002169200",Rajupalem,"570522",2.82e+15,"28","18","10","2169200","0","0",VILLAGE,Rajupalem,Rural,"931","3821","1918","1903","452","220","232","1462","746","716","267","130","137","1797","1096","701","2024","822","1202","2176","1159","1017","1809","974","835","378","282","96","1219","540","679","13","5","8","199","147","52","367","185","182","8","3","5","263","109","154","2","1","1","94","72","22","1645","759","886","28","18","10","10","2169200",RAJUPALEM,"1203","931","3821","1918","1903","1462","746","716","267","130","137","1","3","0","1","0","0","0","0","3","0","0","37","0","1","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","2","1","0","0","0","1","0","0","0","1","0","2","1","2","2","1","2","2","2","2","2",,"0",,"1","1","0","0","0","0","2","1","1","0","2","3","2","3","2","0","2","0","2","1","1","0","0","3","0","3","2","0","2","0","3","0","3","1","2","2","2","2","2",CHILAKALURIPET,"19","1","0","0","0","1","1",N,M,"2","0","0",,,,0,33.3,"0",0,0,"10",0,0,0,"0","0","0",43.3,691.61,233.5,234.69
"28","18","0012","02171800","2818001202171800",Ramanayapalem,"570524",2.82e+15,"28","18","12","2171800","0","0",VILLAGE,Ramanayapalem,Rural,"582","2007","1023","984","193","110","83","349","177","172","306","172","134","1216","712","504","791","311","480","1119","615","504","1062","603","459","499","337","162","463","194","269","31","12","19","69","60","9","57","12","45","4","2","2","28","8","20","0","0","0","25","2","23","888","408","480","28","18","12","12","2171800",RAMANAYAPALEM,"2598","582","2007","1023","984","349","177","172","306","172","134","1","4","0","0","1","0","0","0","3","0","0","14","0","2","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","2","2","2","2","1","2","2","2",,"0",,"1","1","0","0","0","0","1","1","1","0","2","3","2","3","2","0","2","0","3","1","2","0","3","0","0","3","2","0","1","0","3","0","3","1","2","2","2","2","2",CHIRALA,"32","1","0","0","0","1","1",N,,"2","0","0",,,,0,77,"0",0,0,"0",0,0,0,"0","0","1861",1938,471,0,189
"28","18","0012","02172100","2818001202172100",Chennubhotla Palem,"570537",2.82e+15,"28","18","12","2172100","0","0",VILLAGE,Chennubhotla Palem,Rural,"215","704","353","351","70","36","34","490","242","248","4","3","1","371","241","130","333","112","221","446","234","212","440","231","209","117","89","28","293","114","179","1","1","0","29","27","2","6","3","3","3","2","1","1","0","1","0","0","0","2","1","1","258","119","139","28","18","12","12","2172100",CHENNUBHOTLA PALEM,"325","215","704","353","351","490","242","248","4","3","1","1","1","0","0","2","0","0","0","2","0","0","3","0","2","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","1","1","2","2","2","2","2","2","2","2",,"0",,"2","0","1","0","0","0","1","2","2","1","2","3","2","3","2","0","2","0","2","2","0","2","0","2","0","2","2","0","2","0","3","0","3","1","2","2","2","2","2",CHILAKALURIPET,"15","1","0","0","0","1","1",N,,"2","0","0",,,,0,0,"0",0,0,"0",0,0,0,"0","0","0",0,293,0,29
"28","18","0012","02171700","2818001202171700",Cherukuru,"570543",2.82e+15,"28","18","12","2171700","0","0",VILLAGE,Cherukuru,Rural,"1999","7393","3711","3682","901","438","463","1098","533","565","419","213","206","3580","2166","1414","3813","1545","2268","4436","2323","2113","4062","2222","1840","780","551","229","2940","1438","1502","60","15","45","282","218","64","374","101","273","9","2","7","336","81","255","7","0","7","22","18","4","2957","1388","1569","28","18","12","12","2171700",CHERUKURU,"2267","1999","7393","3711","3682","1098","533","565","419","213","206","1","8","0","2","0","2","0","0","3","0","0","99","0","1","0","3","0","0","0","1","0","0","0","0","3","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","1","1","2","2","2","2","2","2","2","2",,"0",,"1","1","0","0","0","4","0","1","1","0","2","3","2","3","2","0","3","0","3","1","0","1","2","0","0","3","1","1","0","0","3","0","3","1","2","2","2","2","2",CHIRALA,"18","1","0","0","0","1","1",N,M,"2","0","0",,,,0,611,"0",0,0,"0",0,0,0,"0","0","1367",1978,135.15,0,153.85
"28","18","0012","02172200","2818001202172200",Parchur,"570550",2.82e+15,"28","18","12","2172200","0","0",VILLAGE,Parchur,Rural,"3401","13379","6628","6751","1418","718","700","2548","1259","1289","1134","594","540","7980","4629","3351","5399","1999","3400","6748","3937","2811","6371","3814","2557","884","561","323","3357","1506","1851","101","61","40","2029","1686","343","377","123","254","37","10","27","165","29","136","17","1","16","158","83","75","6631","2691","3940","28","18","12","12","2172200",PARCHUR,"2626","3401","13379","6628","6751","2548","1259","1289","1134","594","540","1","10","0","4","0","2","1","1","0","0","0","99","0","1","0","3","0","0","0","1","0","0","0","0","3","0","0","0","1","0","3","0","0","1","4","0","0","0","1","0","1","1","2","2","2","2","2","2","2","2",,"0",,"1","1","0","1","1","72","0","1","1","0","2","3","2","3","1","2","0","1","0","1","1","0","0","3","2","0","1","2","0","0","3","0","3","1","2","2","2","2","2",CHIRALA,"18","1","0","0","0","1","1",N,M,"2","0","0",,,,0,3,"0",0,0,"0",0,0,0,"0","0","21",24,2427,91.1,84
"28","18","0010","02169300","2818001002169300",Martur,"570561",2.82e+15,"28","18","10","2169300","0","0",VILLAGE,Martur,Rural,"3434","14181","7123","7058","1703","829","874","2807","1360","1447","918","469","449","7254","4326","2928","6927","2797","4130","6719","4191","2528","5941","3873","2068","505","386","119","2072","1052","1020","144","80","64","3220","2355","865","778","318","460","30","15","15","498","172","326","45","14","31","205","117","88","7462","2932","4530","28","18","10","10","2169300",MARTUR,"2356","3434","14181","7123","7058","2807","1360","1447","918","469","449","1","10","0","5","0","1","3","1","0","0","0","48","0","1","0","3","0","0","0","0","0","0","0","0","3","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","2","1","2","2","1","2","2","2","2","2",,"0",,"1","1","0","0","1","2","0","1","1","0","2","3","2","3","1","2","0","1","0","1","0","3","1","0","0","3","1","2","0","0","3","0","3","1","2","2","2","2","2",CHILAKALURIPET,"16","1","0","0","0","1","1",N,M,"2","0","0",,,,0,332,"0",0,32,"0",0,0,0,"0","0","0",364,1341.02,447.98,203
"28","18","0012","02172500","2818001202172500",Veeranna Palem,"570568",2.82e+15,"28","18","12","2172500","0","0",VILLAGE,Veeranna Palem,Rural,"1501","5656","2838","2818","545","302","243","1604","815","789","51","25","26","3327","1955","1372","2329","883","1446","3053","1807","1246","2914","1793","1121","709","604","105","1925","964","961","69","48","21","211","177","34","139","14","125","60","0","60","68","12","56","7","0","7","4","2","2","2603","1031","1572","28","18","12","12","2172500",VEERANNA PALEM,"2443","1501","5656","2838","2818","1604","815","789","51","25","26","1","5","0","1","0","1","0","0","2","0","0","47","0","1","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","2","1","0","0","0","1","0","0","0","1","0","1","1","2","2","2","2","2","2","2","2",,"0",,"1","1","0","0","0","14","0","1","1","0","2","3","2","3","1","1","0","0","2","1","2","0","2","0","0","3","2","0","2","0","3","0","3","1","2","2","2","2","2",CHIRALA,"24","1","0","0","0","1","1",N,M,"2","0","0",,,,0,299,"0",0,0,"0",0,0,0,"0","0","574",873,1300,42.22,228
"28","18","0011","02171100","2818001102171100",Jagarlamudi,"570573",2.82e+15,"28","18","11","2171100","0","0",VILLAGE,Jagarlamudi,Rural,"965","3719","1807","1912","283","138","145","881","421","460","16","8","8","2230","1226","1004","1489","581","908","2331","1215","1116","2014","1045","969","811","442","369","1095","522","573","8","4","4","100","77","23","317","170","147","233","127","106","62","27","35","1","0","1","21","16","5","1388","592","796","28","18","11","11","2171100",JAGARLAMUDI,"1461","965","3719","1807","1912","881","421","460","16","8","8","1","5","0","1","0","1","0","0","2","0","0","22","0","1","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","3","1","0","0","0","3","0","0","0","1","0","1","1","1","2","1","2","2","2","2","2",,"0",,"1","1","0","0","0","0","3","1","1","0","2","3","2","3","2","0","2","0","2","2","0","3","0","3","0","3","2","0","3","0","3","0","3","1","2","2","2","2","2",CHIRALA,"20","1","0","0","0","1","1",N,,"1","236000","290450",,,,0,0,"0",0,0,"0",0,0,0,"0","0","8",8.1,1286.47,0,166.4
"28","18","0010","02169100","2818001002169100",Nagaraju Palle,"570591",2.82e+15,"28","18","10","2169100","0","0",VILLAGE,Nagaraju Palle,Rural,"772","3408","1741","1667","536","284","252","699","360","339","569","298","271","1269","781","488","2139","960","1179","2032","1079","953","1012","614","398","386","227","159","249","122","127","150","82","68","227","183","44","1020","465","555","75","31","44","837","361","476","10","8","2","98","65","33","1376","662","714","28","18","10","10","2169100",NAGARAJU PALLE,"1685","772","3408","1741","1667","699","360","339","569","298","271","1","4","0","0","2","0","0","0","1","0","0","25","0","1","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","0","0","0","1","0","0","0","1","0","2","1","2","2","1","2","2","2","2","2",,"0",,"1","1","0","0","0","2","0","1","1","0","2","3","2","3","2","0","2","0","2","1","1","0","3","0","0","3","2","0","2","0","3","0","3","1","2","2","2","2","2",CHILAKALURIPET,"18","1","0","0","0","1","1",N,M,"2","0","0",,,,357.34,340.95,"0",0,35,"0",0,0,0,"0","0","0",375.95,314.04,499.27,138.4
"28","18","0012","02171900","2818001202171900",Bodawadamandagunta,"570594",2.82e+15,"28","18","12","2171900","0","0",VILLAGE,Bodawadamandagunta,Rural,"350","1317","659","658","128","67","61","349","173","176","9","6","3","916","528","388","401","131","270","835","438","397","833","437","396","528","307","221","265","93","172","1","1","0","39","36","3","2","1","1","0","0","0","2","1","1","0","0","0","0","0","0","482","221","261","28","18","12","12","2171900",BODAWADAMANDAGUNTA,"1525","350","1317","659","658","349","173","176","9","6","3","1","3","0","0","1","0","0","0","1","0","0","7","0","1","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","1","2","2","2","2","2","2","2","2",,"0",,"1","1","0","0","0","2","0","1","1","0","2","3","2","3","2","0","1","0","1","1","1","0","0","3","0","3","2","0","1","0","3","0","3","1","2","2","2","2","2",CHIRALA,"22","1","0","0","0","1","1",N,,"2","0","0",,,,0,0,"0",0,0,"0",0,0,0,"0","0","180",180,1222,0,123
